dhms_region_id,chromosome,region_start,region_end,dhms_state,n_bins,mean_state_posterior,length_kb,annotation,overlapping_gene,overlapping_transcript,nearest_gene,distance_to_nearest_tss
967,chr13,48638000,48639000,ESC_enriched,1,0.9797266912067263,1.0,promoter,Ptpdc1,NM_001301781,Ptpdc1,891
968,chr13,48668000,48685000,ESC_enriched,17,0.9983096491055146,17.0,promoter,Barx1,NM_007526,Barx1,1528
969,chr13,48686000,48689000,ESC_enriched,3,0.9706799449097351,3.0,intergenic,,,Barx1,12528
970,chr13,48742000,48746000,ESC_enriched,4,0.9964251845279113,4.0,intergenic,,,Barx1,69028
971,chr13,48792000,48795000,ESC_enriched,3,0.9700820795356931,3.0,intergenic,,,Phf2,89322
972,chr13,49157000,49160000,ESC_enriched,3,0.9996045597601914,3.0,promoter,Wnk2,NM_029361,Wnk2,1765
973,chr13,49227000,49231000,ESC_enriched,4,0.968085087517581,4.0,promoter,Card19,NM_026738,Card19,1037
974,chr13,49257000,49260000,ESC_enriched,3,0.991255544989487,3.0,promoter,Susd3,NM_028340,Susd3,2143
975,chr13,49272000,49281000,ESC_enriched,9,0.9872522570864959,9.0,gene_body,Fgd3,NM_015759,Susd3,15857
976,chr13,51418000,51423000,ESC_enriched,5,0.9904507164245239,5.0,promoter,S1pr3,NM_010101,S1pr3,613
977,chr13,51577000,51582000,ESC_enriched,5,0.9939800416744529,5.0,promoter,Shc3,NM_009167,Shc3,2447
978,chr13,51854000,51862000,ESC_enriched,8,0.9848488467936429,8.0,promoter,Gadd45g,NM_011817,Gadd45g,1170
979,chr13,52990000,52994000,ESC_enriched,4,0.9987121995210675,4.0,promoter,Nfil3,NM_017373,Nfil3,1471
980,chr13,53472000,53477000,ESC_enriched,5,0.9826045494094202,5.0,gene_body,Msx2,NM_013601,Msx2,5814
981,chr13,54171000,54172000,ESC_enriched,1,0.9669562813648268,1.0,intergenic,,,Hrh2,30249
982,chr13,54201000,54202000,ESC_enriched,1,0.9696409066538525,1.0,promoter,Hrh2,NM_001010973,Hrh2,249
983,chr13,54745000,54752000,ESC_enriched,7,0.9943642071119999,7.0,gene_body,Cdhr2;Gprin1,NM_001033364;NM_012014,Gprin1,10996
984,chr13,54756000,54760000,ESC_enriched,4,0.9926879592272074,4.0,promoter,Gprin1,NM_012014,Gprin1,1496
985,chr13,54795000,54797000,ESC_enriched,2,0.9630554476401497,2.0,gene_body,Eif4e1b,NM_001286179,Eif4e1b,2381
986,chr13,55002000,55018000,ESC_enriched,16,0.9958657458783116,16.0,gene_body,Hk3;Unc5a,NM_001206391;NM_153131,Hk3,20441
987,chr13,55162000,55165000,ESC_enriched,3,0.9791645119525713,3.0,promoter,Fgfr4,NM_008011,Fgfr4,1061
988,chr13,55423000,55425000,ESC_enriched,2,0.9939100063738444,2.0,promoter,Pfn3,NM_029303,Pfn3,854
989,chr13,55430000,55431000,ESC_enriched,1,0.9546746103048063,1.0,gene_body,F12,NM_021489,Pfn3,5646
990,chr13,55480000,55483000,ESC_enriched,3,0.9964996183880285,3.0,gene_body,Prr7,NM_001030296,Mir6944,5898
991,chr13,56223000,56238000,ESC_enriched,15,0.9982521137365068,15.0,gene_body,4930550C17Rik,NR_131023,4930550C17Rik,23062
992,chr13,56448000,56449000,ESC_enriched,1,0.9998805703544003,1.0,promoter,Slc25a48,NM_177809,Slc25a48,524
993,chr13,56618000,56620000,ESC_enriched,2,0.9994052200932451,2.0,promoter,Tgfbi,NM_009369,Tgfbi,207
994,chr13,56691000,56695000,ESC_enriched,4,0.9885172634383059,4.0,intergenic,,,Smad5,20289
995,chr13,56758000,56766000,ESC_enriched,8,0.998423518298023,8.0,promoter,Gm45623,NM_001378296,Gm45623,1449
996,chr13,56773000,56779000,ESC_enriched,6,0.9854098052523225,6.0,intergenic,,,Gm45623,12551
997,chr13,57917000,57920000,ESC_enriched,3,0.9881456830471316,3.0,promoter,Spock1,NM_001166464,Spock1,545
998,chr13,58040000,58043000,ESC_enriched,3,0.9954633395132069,3.0,gene_body,Klhl3,NM_001368867,Mir874,8677
999,chr13,58121000,58126000,ESC_enriched,5,0.9954523096386454,5.0,promoter,Klhl3,NM_001368867,Klhl3,230
1000,chr13,58282000,58287000,ESC_enriched,5,0.9833407918551094,5.0,promoter,Gkap1,NM_019832,Gkap1,689
1001,chr13,58462000,58464000,ESC_enriched,2,0.9968748828392724,2.0,intergenic,,,Rmi1,50781
1002,chr13,58816000,58820000,ESC_enriched,4,0.9985200154804154,4.0,promoter,Ntrk2,NM_001282961,Ntrk2,1809
1003,chr13,59446000,59449000,ESC_enriched,3,0.9847826909768923,3.0,intergenic,,,Agtpbp1,119425
1004,chr13,60182000,60186000,ESC_enriched,4,0.9959283400919267,4.0,gene_body,Gas1,NM_008086,Gas1,3158
1005,chr13,62897000,62898000,ESC_enriched,1,0.955565563956523,1.0,promoter,Fbp1,NM_019395,Fbp1,405
1006,chr13,63580000,63586000,ESC_enriched,6,0.9925610454168381,6.0,promoter,Ptch1,NM_001328514,Ptch1,318
1007,chr13,65273000,65275000,ESC_enriched,2,0.9992235650396128,2.0,intergenic,,,Gm36445,17695
1008,chr13,69954000,69956000,ESC_enriched,2,0.9973823742103152,2.0,intergenic,,,Tent4a,46236
1009,chr13,70170000,70176000,ESC_enriched,6,0.9857752328093862,6.0,gene_body,Ube2ql1,NM_001145162,Ube2ql1,34269
1010,chr13,70178000,70179000,ESC_enriched,1,0.9541095405841151,1.0,gene_body,Ube2ql1,NM_001145162,Ube2ql1,28769
1011,chr13,70202000,70209000,ESC_enriched,7,0.9951681528614424,7.0,promoter,Ube2ql1,NM_001145162,Ube2ql1,1769
1012,chr13,71308000,71310000,ESC_enriched,2,0.9988902806217306,2.0,promoter,Adamts16;Gm36529,NM_172053;NR_167928,Adamts16,183
1013,chr13,72418000,72435000,ESC_enriched,17,0.9936732821240037,17.0,promoter,Irx1,NM_010573,Irx1,3214
1014,chr13,73089000,73109000,ESC_enriched,20,0.9983269729113431,20.0,promoter,Gm20554;Irx2,NR_030701;NM_010574,Irx2,3683
1015,chr13,73283000,73287000,ESC_enriched,4,0.9889205092486473,4.0,promoter,D730050B12Rik,NR_046196,D730050B12Rik,2235
1016,chr13,73726000,73740000,ESC_enriched,14,0.998590697619771,14.0,promoter,Irx4,NM_018885,Irx4,6502
1017,chr13,74312000,74313000,ESC_enriched,1,0.9610942826613292,1.0,promoter,Nkd2,NM_001347535,Nkd2,1133
1018,chr13,74631000,74635000,ESC_enriched,4,0.9988953259885021,4.0,gene_body,Slc9a3,NM_001081060,Exoc3,41702
1019,chr13,74722000,74728000,ESC_enriched,6,0.9932338409193338,6.0,gene_body,Ahrr,NM_009644,Ahrr,33333
1020,chr13,76519000,76525000,ESC_enriched,6,0.9898535212293013,6.0,promoter,Gpr150,NM_175495,Gpr150,998
1021,chr13,78635000,78662000,ESC_enriched,27,0.9950743240516972,27.0,promoter,A830082K12Rik;Nr2f1,NR_045195;NM_010151,A830082K12Rik,13063
1022,chr13,78663000,78676000,ESC_enriched,13,0.9985192004865312,13.0,promoter,Nr2f1,NM_010151,Nr2f1,7080
1023,chr13,81425000,81428000,ESC_enriched,3,0.9881812720914258,3.0,promoter,9330111N05Rik,NR_015587,9330111N05Rik,1271
1024,chr13,83995000,84002000,ESC_enriched,7,0.992070447180844,7.0,promoter,Mef2c,NM_001347573,Mef2c,2492
1025,chr13,84187000,84204000,ESC_enriched,17,0.9955072473129438,17.0,promoter,C130071C03Rik,NR_015561,C130071C03Rik,6137
1026,chr13,84210000,84213000,ESC_enriched,3,0.9769040696438821,3.0,promoter,Gm51268;Mir9-2,NR_162784;NR_029545,Mir9-2,515
1027,chr13,84816000,84821000,ESC_enriched,5,0.9942878103228215,5.0,intergenic,,,Tmem161b,123095
1028,chr13,87472000,87473000,NPC_enriched,1,0.9520900336111603,1.0,intergenic,,,Cox7c,952318
1029,chr13,89295000,89299000,ESC_enriched,4,0.9971134684195639,4.0,promoter,Edil3,NM_001037987,Edil3,1325
1030,chr13,92215000,92217000,ESC_enriched,2,0.9938335257938733,2.0,promoter,4833422C13Rik;Acot12,NR_028313;NM_028790,4833422C13Rik,111
1031,chr13,93230000,93234000,ESC_enriched,4,0.986108198415887,4.0,promoter,Rasgrf2,NM_009027,Rasgrf2,581
1032,chr13,93895000,93897000,ESC_enriched,2,0.9944942899536267,2.0,promoter,Thbs4,NM_011582,Thbs4,429
1033,chr13,94194000,94198000,ESC_enriched,4,0.9755719289084747,4.0,promoter,A630019I02Rik,NR_046182,A630019I02Rik,415
1034,chr13,94773000,94779000,ESC_enriched,6,0.9918471881331462,6.0,promoter,Bhmt2;Dmgdh,NM_022884;NM_028772,Dmgdh,812
1035,chr13,94872000,94874000,ESC_enriched,2,0.959579088388893,2.0,promoter,Arsb,NM_009712,Arsb,569
1036,chr13,95274000,95276000,ESC_enriched,2,0.9997868957899835,2.0,gene_body,Lhfpl2,NM_172589,Scamp1,110980
1037,chr13,95675000,95680000,ESC_enriched,5,0.9881207930126032,5.0,intergenic,,,Tbca,212118
1038,chr13,95695000,95699000,ESC_enriched,4,0.990473860440483,4.0,intergenic,,,Tbca,192618
1039,chr13,95781000,95782000,ESC_enriched,1,0.964709023844072,1.0,intergenic,,,Tbca,108118
1040,chr13,95802000,95805000,ESC_enriched,3,0.9886704278999314,3.0,intergenic,,,Tbca,86118
1041,chr13,95808000,95811000,ESC_enriched,3,0.9946091818226804,3.0,intergenic,,,Tbca,80118
1042,chr13,96349000,96351000,ESC_enriched,2,0.992778653116822,2.0,promoter,Pde8b,NM_172263,Pde8b,1003
1043,chr13,96544000,96548000,ESC_enriched,4,0.9907908385007433,4.0,promoter,Crhbp,NM_198408,Crhbp,470
1044,chr13,97231000,97235000,ESC_enriched,4,0.9959098793439434,4.0,promoter,Gm29543;Sv2c,NR_167969;NM_029210,Sv2c,276
1045,chr13,98025000,98026000,ESC_enriched,1,0.9995696864894597,1.0,promoter,Gcnt4,NM_001166065,Gcnt4,89
1046,chr13,98172000,98175000,NPC_enriched,3,0.988526269440753,3.0,gene_body,Fam169a,NM_001146045,Fam169a,5515
1047,chr13,99454000,99456000,ESC_enriched,2,0.9567749476184817,2.0,promoter,Foxd1,NM_008242,Foxd1,599
1048,chr13,99458000,99459000,ESC_enriched,1,0.9551144398108334,1.0,intergenic,,,Foxd1,4099
1049,chr13,99489000,99495000,ESC_enriched,6,0.9932866972656672,6.0,intergenic,,,Foxd1,37599
1050,chr13,99496000,99497000,ESC_enriched,1,0.9555172927863244,1.0,intergenic,,,2310005E17Rik,38722
1051,chr13,99601000,99607000,ESC_enriched,6,0.9953068477128655,6.0,intergenic,,,2310005E17Rik,68778
1052,chr13,99672000,99676000,ESC_enriched,4,0.9975677758829148,4.0,intergenic,,,Tmem174,63567
1053,chr13,99793000,99796000,ESC_enriched,3,0.9895171730912004,3.0,promoter,Tmem171,NM_001025606,Tmem171,488
1054,chr13,100329000,100331000,ESC_enriched,2,0.9802955968347526,2.0,gene_body,Zfp366,NM_001004149,Zfp366,45021
1055,chr13,101207000,101210000,ESC_enriched,3,0.9780637694987103,3.0,promoter,Serf1,NM_011353,Serf1,225
1056,chr13,104217000,104220000,ESC_enriched,3,0.9749911042141867,3.0,gene_body,Mast4,NM_175171,Mast4,236374
1057,chr13,105984000,105985000,ESC_enriched,1,0.9568974072650174,1.0,promoter,Shisal2b,NM_029984,Shisal2b,225
1058,chr13,106174000,106176000,ESC_enriched,2,0.9999832104974478,2.0,promoter,Rgs7bp,NM_029879,Rgs7bp,312
1059,chr13,108764000,108767000,ESC_enriched,3,0.9877085161613809,3.0,intergenic,,,1700006H21Rik,42281
1060,chr13,110238000,110239000,ESC_enriched,1,0.9706878098941041,1.0,gene_body,Pde4d,NM_011056,Mir582,207107
1061,chr13,110328000,110330000,ESC_enriched,2,0.9897704670585812,2.0,gene_body,Pde4d,NM_011056,Mir582,116607
1062,chr13,111127000,111129000,ESC_enriched,2,0.9757042035940974,2.0,intergenic,,,Mir1904,103314
1063,chr13,113772000,113774000,ESC_enriched,2,0.9996479956101676,2.0,promoter,Ddx4,NM_010029,Ddx4,188
1064,chr13,114108000,114111000,ESC_enriched,3,0.9991029188859176,3.0,promoter,Ccno,NM_001081062,Ccno,821
1065,chr13,114151000,114156000,ESC_enriched,5,0.9848848114650041,5.0,promoter,Cdc20b;Mir449c,NM_001281487;NR_030452,Cdc20b,2756
1066,chr13,114413000,114414000,ESC_enriched,1,0.9838464460864397,1.0,promoter,Cspg4b,NM_001378698,Cspg4b,547
1067,chr13,115287000,115289000,ESC_enriched,2,0.9599697337499988,2.0,intergenic,,,A430090L17Rik,15530
1068,chr13,115576000,115582000,ESC_enriched,6,0.9983518818783512,6.0,promoter,Fst,NM_001301373,Fst,829
1069,chr13,116052000,116054000,ESC_enriched,2,0.9913718337125234,2.0,promoter,Itga2,NM_008396,Itga2,22
1070,chr13,116222000,116224000,ESC_enriched,2,0.9788399967527965,2.0,promoter,Itga1,NM_001033228,Itga1,158
1071,chr13,116793000,116798000,NPC_enriched,5,0.9965779888307926,5.0,intergenic,,,Itga1,572658
1072,chr13,116799000,116803000,NPC_enriched,4,0.9988679643333767,4.0,intergenic,,,Itga1,578158
1073,chr13,116805000,116809000,NPC_enriched,4,0.9906080232445343,4.0,intergenic,,,Itga1,584158
1074,chr13,116836000,116841000,NPC_enriched,5,0.9958538583410048,5.0,intergenic,,,Isl1,591870
1075,chr13,118143000,118147000,ESC_enriched,4,0.996227950521759,4.0,promoter,Parp8,NM_001081009,Parp8,188
1076,chr13,119512000,119523000,NPC_enriched,11,0.9978598786169645,11.0,intergenic,,,Mrps30,10967
1077,chr14,7110000,7115000,ESC_enriched,5,0.9929680213558647,5.0,promoter,Fam107a,NM_001360339,Fam107a,1137
1078,chr14,10348000,10350000,ESC_enriched,2,0.9792161993114772,2.0,gene_body,Ptprg,NM_008981,Ptprg,2181
1079,chr14,11135000,11140000,ESC_enriched,5,0.9947264249133806,5.0,promoter,Fezf2,NM_080433,Fezf2,1632
1080,chr14,11188000,11204000,NPC_enriched,16,0.9872318306714718,16.0,gene_body,Cadps,NM_012061,Fezf2,56868
1081,chr14,16453000,16455000,ESC_enriched,2,0.9991954830246926,2.0,promoter,Thrb,NM_001113417,Thrb,226
1082,chr14,19040000,19045000,ESC_enriched,5,0.978838324970933,5.0,intergenic,,,Kcnk16,15321
1083,chr14,19625000,19627000,ESC_enriched,2,0.9984652014015241,2.0,promoter,Plau,NM_008873,Plau,787
1084,chr14,20474000,20477000,ESC_enriched,3,0.9924682147977548,3.0,gene_body,Dupd1,NM_001013826,Dupd1,27628
1085,chr14,20768000,20785000,ESC_enriched,17,0.9987595505742279,17.0,promoter,Zfp503,NM_145459,Zfp503,1653
1086,chr14,20786000,20787000,ESC_enriched,1,0.9577793439977427,1.0,intergenic,,,Zfp503,8347
1087,chr14,20807000,20810000,ESC_enriched,3,0.9959865403254925,3.0,promoter,Lrmda,NM_028275,Lrmda,237
1088,chr14,24151000,24156000,ESC_enriched,5,0.9891141440169158,5.0,intergenic,,,Zmiz1,138868
1089,chr14,24288000,24297000,ESC_enriched,9,0.9933962984760858,9.0,promoter,Zmiz1,NM_183208,Zmiz1,132
1090,chr14,24378000,24380000,ESC_enriched,2,0.9825465304745962,2.0,gene_body,Zmiz1,NM_183208,Mir3075,11378
1091,chr14,24431000,24440000,ESC_enriched,9,0.9832271689179406,9.0,promoter,Gm45915,NM_001309430,Gm45915,1196
1092,chr14,25940000,25946000,ESC_enriched,6,0.986753860880275,6.0,intergenic,,,Arhgef3,27876
1093,chr14,27330000,27350000,ESC_enriched,20,0.9989550963857059,20.0,promoter,Wnt5a,NM_009524,Wnt5a,7662
1094,chr14,28837000,28840000,ESC_enriched,3,0.9986469754114915,3.0,promoter,Il17rb,NM_019583,Il17rb,595
1095,chr14,29719000,29722000,ESC_enriched,3,0.9991179891273977,3.0,gene_body,Itih4,NM_001289633,Itih4,5016
1096,chr14,29762000,29766000,ESC_enriched,4,0.970596421969393,4.0,gene_body,Itih1,NM_008406,Itih1,8298
1097,chr14,29972000,29975000,ESC_enriched,3,0.9609705210266964,3.0,gene_body,Stab1,NM_138672,Nt5dc2,13403
1098,chr14,30049000,30052000,ESC_enriched,3,0.9974468136250554,3.0,gene_body,Sema3g,NM_001025379,Sema3g,3619
1099,chr14,30097000,30101000,ESC_enriched,4,0.9831037680292696,4.0,gene_body,Dnah1,NM_001033668,Bap1,18503
1100,chr14,30214000,30216000,ESC_enriched,2,0.9837279863350991,2.0,gene_body,Sh3bp5,NM_011894,Capn7,49354
1101,chr14,30264000,30265000,ESC_enriched,1,0.950020874750803,1.0,promoter,Sh3bp5,NM_011894,Sh3bp5,609
1102,chr14,31290000,31293000,ESC_enriched,3,0.9899627775784797,3.0,promoter,Slc18a3,NM_021712,Slc18a3,2359
1103,chr14,32431000,32440000,NPC_enriched,9,0.993989391563529,9.0,gene_body,Ptpn20,NM_008978,Ptpn20,17139
1104,chr14,32784000,32787000,ESC_enriched,3,0.9875750281627519,3.0,promoter,Rbp3,NM_015745,Rbp3,2406
1105,chr14,32807000,32810000,ESC_enriched,3,0.9623971978638144,3.0,promoter,Zfp488,NM_001013777,Zfp488,644
1106,chr14,33048000,33053000,ESC_enriched,5,0.9862652148427417,5.0,promoter,Syt15,NM_181529,Syt15,1363
1107,chr14,33227000,33229000,ESC_enriched,2,0.9822197673513219,2.0,gene_body,Mmrn2,NM_153127,Mmrn2,23405
1108,chr14,33645000,33653000,ESC_enriched,8,0.99751407121947,8.0,promoter,Grid1,NM_008166,Grid1,227
1109,chr14,33711000,33727000,ESC_enriched,16,0.997573514074625,16.0,promoter,Mir346,NR_029774,Mir346,4700
1110,chr14,33763000,33769000,ESC_enriched,6,0.9854339879114503,6.0,gene_body,Grid1,NM_008166,Mir346,42300
1111,chr14,36156000,36157000,NPC_enriched,1,0.95432398422488,1.0,intergenic,,,Ghitm,109621
1112,chr14,36392000,36396000,NPC_enriched,4,0.9850717292164186,4.0,intergenic,,,Ghitm,347121
1113,chr14,39921000,39923000,ESC_enriched,2,0.9831548328950905,2.0,intergenic,,,Prxl2a,5021
1114,chr14,43780000,43781000,ESC_enriched,1,0.9681939805941511,1.0,promoter,Gm16976;Ptgdr,NR_167765;NM_008962,Gm16976,43
1115,chr14,45679000,45680000,ESC_enriched,1,0.9668327239081895,1.0,intergenic,,,Cdkn3,2917
1116,chr14,45804000,45808000,ESC_enriched,4,0.9998727108935099,4.0,promoter,Samd4,NM_001037221,Samd4,1159
1117,chr14,46011000,46018000,ESC_enriched,7,0.9907407247030955,7.0,gene_body,Samd4,NM_001037221,Gm10371,23538
1118,chr14,46295000,46297000,ESC_enriched,2,0.9830349232918232,2.0,promoter,Lgals3,NM_001145953,Lgals3,264
1119,chr14,47043000,47045000,ESC_enriched,2,0.9986160244761118,2.0,promoter,Peli2,NM_033602,Peli2,1181
1120,chr14,47581000,47598000,ESC_enriched,17,0.9980470924716021,17.0,promoter,Otx2;Otx2os1,NM_001286483;NR_029384,Otx2os1,1738
1121,chr14,47626000,47636000,ESC_enriched,10,0.9834843821948016,10.0,gene_body,Otx2os1,NR_029384,Otx2os1,39762
1122,chr14,47675000,47680000,ESC_enriched,5,0.9787133459194134,5.0,gene_body,Otx2os1,NR_029384,Otx2os1,86262
1123,chr14,48821000,48823000,NPC_enriched,2,0.9657725305750661,2.0,promoter,Olfr722,NM_146494,Olfr722,1892
1124,chr14,49818000,49820000,ESC_enriched,2,0.9723484860965224,2.0,promoter,Klhl33,NM_001370764,Klhl33,434
1125,chr14,50661000,50664000,ESC_enriched,3,0.9890020878008934,3.0,intergenic,,,Gm5800,23417
1126,chr14,50905000,50914000,ESC_enriched,9,0.9950063321535687,9.0,promoter,Arhgef40;Gm16617,NM_001145921;NR_045728,Gm16617,1280
1127,chr14,51234000,51239000,ESC_enriched,5,0.9991602190247466,5.0,gene_body,Sall2,NM_015772,Mettl3,9425
1128,chr14,53385000,53388000,ESC_enriched,3,0.9861337314458565,3.0,promoter,Mmp14,NM_008608,Mmp14,698
1129,chr14,53432000,53436000,ESC_enriched,4,0.9951361896133134,4.0,gene_body,Rem2,NM_080726,Rem2,3696
1130,chr14,53580000,53587000,ESC_enriched,7,0.9849421373090479,7.0,promoter,Psmb11,NM_175204,Psmb11,3986
1131,chr14,53665000,53667000,ESC_enriched,2,0.9942967658279648,2.0,promoter,Cebpe,NM_207131,Cebpe,379
1132,chr14,53865000,53867000,ESC_enriched,2,0.9764961985777008,2.0,promoter,Slc22a17,NM_001360406,Slc22a17,1341
1133,chr14,53891000,53907000,ESC_enriched,16,0.9948321192580478,16.0,promoter,Cmtm5;Mir208a,NM_026066;NR_029724,Mir208a,4351
1134,chr14,53912000,53917000,ESC_enriched,5,0.9754844196406796,5.0,gene_body,Myh6,NM_010856,Myh6,6316
1135,chr14,53918000,53934000,ESC_enriched,16,0.9962809216724413,16.0,promoter,Mhrt;Mir208b;Myh6,NR_033497;NR_030607;NM_010856,Mhrt,3005
1136,chr14,53946000,53951000,ESC_enriched,5,0.9981967460068523,5.0,promoter,Myh7,NM_080728,Myh7,120
1137,chr14,54065000,54069000,ESC_enriched,4,0.9941708853769607,4.0,gene_body,Jph4,NM_177049,Jph4,4006
1138,chr14,54447000,54451000,ESC_enriched,4,0.9916523507110807,4.0,gene_body,Carmil3,NM_001024645,Carmil3,3860
1139,chr14,54452000,54456000,ESC_enriched,4,0.9918242378428225,4.0,gene_body,Carmil3,NM_001024645,Carmil3,8860
1140,chr14,54473000,54476000,ESC_enriched,3,0.9609964001157286,3.0,gene_body,Nrl,NM_008736,Nrl,3823
1141,chr14,54716000,54718000,ESC_enriched,2,0.9868754878598596,2.0,promoter,Ltb4r2,NM_020490,Ltb4r2,1502
1142,chr14,54721000,54725000,ESC_enriched,4,0.9981344802428151,4.0,promoter,Ltb4r1,NM_008519,Ltb4r1,2968
1143,chr14,54737000,54745000,ESC_enriched,8,0.9988129833880807,8.0,promoter,Adcy4;Ripk3,NM_080435;NM_019955,Ripk3,1928
1144,chr14,55990000,55992000,ESC_enriched,2,0.9989170593026704,2.0,gene_body,Gja3,NM_016975,Gja3,21140
1145,chr14,56086000,56089000,ESC_enriched,3,0.9990550227704417,3.0,promoter,Gjb6,NM_001271663,Gjb6,221
1146,chr14,56495000,56497000,ESC_enriched,2,0.9859300451940819,2.0,gene_body,Il17d,NM_145837,Il17d,17062
1147,chr14,56648000,56655000,ESC_enriched,7,0.9949449783751293,7.0,gene_body,Lats2,NM_015771,Xpo4,32152
1148,chr14,56659000,56663000,ESC_enriched,4,0.986779715254505,4.0,gene_body,Lats2,NM_015771,Lats2,39233
1149,chr14,56681000,56702000,ESC_enriched,21,0.9991957599760287,21.0,promoter,Lats2,NM_015771,Lats2,8733
1150,chr14,59331000,59335000,ESC_enriched,4,0.9990627384422807,4.0,promoter,Amer2,NM_001368677,Amer2,1199
1151,chr14,60000000,60002000,ESC_enriched,2,0.9982001533640799,2.0,promoter,Tnfrsf19,NM_013869,Tnfrsf19,35
1152,chr14,60011000,60012000,ESC_enriched,1,0.962209525246194,1.0,intergenic,,,Tnfrsf19,10535
1153,chr14,60229000,60230000,ESC_enriched,1,0.9777492479070083,1.0,intergenic,,,Sgcg,16900
1154,chr14,60637000,60646000,ESC_enriched,9,0.9988511915393098,9.0,promoter,Dleu2,NR_028264,Dleu2,5017
1155,chr14,61508000,61511000,ESC_enriched,3,0.988414328092395,3.0,promoter,Fam124a,NM_001243857,Fam124a,346
1156,chr14,61541000,61543000,ESC_enriched,2,0.9820347797082091,2.0,gene_body,Fam124a,NM_001243857,Fam124a,32154
1157,chr14,62053000,62058000,NPC_enriched,5,0.9639612489879642,5.0,intergenic,,,Ctsb,21071
1158,chr14,62059000,62064000,NPC_enriched,5,0.9695889395411873,5.0,intergenic,,,Ctsb,15071
1159,chr14,62193000,62209000,ESC_enriched,16,0.9974903699335441,16.0,promoter,Gata4,NM_008092,Gata4,1619
1160,chr14,62222000,62224000,ESC_enriched,2,0.986795248738783,2.0,intergenic,,,Gata4,23619
1161,chr14,62342000,62350000,NPC_enriched,8,0.9773862408292998,8.0,gene_body,Blk,NM_007549,Gm46458,23295
1162,chr14,62408000,62426000,NPC_enriched,18,0.994514312957286,18.0,gene_body,Fam167a,NM_177628,Fam167a,26497
1163,chr14,62696000,62700000,ESC_enriched,4,0.9971224210359185,4.0,gene_body,Xkr6,NM_173393,Mir598,16702
1164,chr14,62893000,62903000,ESC_enriched,10,0.9980879368652561,10.0,promoter,Sox7,NM_011446,Sox7,185
1165,chr14,64214000,64219000,ESC_enriched,5,0.9872571728136256,5.0,promoter,Fzd3,NM_021458,Fzd3,73
1166,chr14,64906000,64909000,ESC_enriched,3,0.9991837569653993,3.0,promoter,Scara3,NM_172604,Scara3,354
1167,chr14,65589000,65598000,ESC_enriched,9,0.9917840478006864,9.0,promoter,Adra1a,NM_001271761,Adra1a,4140
1168,chr14,65637000,65649000,NPC_enriched,12,0.9906296330697244,12.0,gene_body,Adra1a,NM_001271761,Adra1a,53640
1169,chr14,66182000,66196000,ESC_enriched,14,0.9981705547244578,14.0,promoter,Ebf2,NM_001360202,Ebf2,247
1170,chr14,68128000,68131000,ESC_enriched,3,0.9970726734120033,3.0,gene_body,Nkx2-6,NM_010920,1700092C10Rik,4327
1171,chr14,68145000,68150000,ESC_enriched,5,0.9865630359216471,5.0,promoter,Nkx3-1,NM_010921,Nkx3-1,3479
1172,chr14,68808000,68819000,ESC_enriched,11,0.9985398065581378,11.0,promoter,Egr3,NM_018781,Egr3,1104
1173,chr14,68910000,68915000,ESC_enriched,5,0.9919165777129215,5.0,promoter,Pdlim2,NM_001253736,Pdlim2,605
1174,chr14,68927000,68928000,ESC_enriched,1,0.9959474382277894,1.0,gene_body,Sorbs3,NM_011366,Sorbs3,15251
1175,chr14,68939000,68942000,ESC_enriched,3,0.9974801977644886,3.0,promoter,Sorbs3,NM_011366,Sorbs3,2251
1176,chr14,69208000,69213000,ESC_enriched,5,0.9720921939943954,5.0,gene_body,Bmp1,NM_009755,Phyhip,17904
1177,chr14,69214000,69215000,ESC_enriched,1,0.9602121088110311,1.0,gene_body,Bmp1,NM_009755,Phyhip,21904
1178,chr14,69223000,69229000,ESC_enriched,6,0.9941636882547806,6.0,gene_body,Bmp1,NM_009755,Bmp1,29340
1179,chr14,69253000,69269000,ESC_enriched,16,0.9978520875765332,16.0,promoter,Bmp1;Lgi3;Sftpc,NM_009755;NM_145219;NM_011359,Sftpc,1839
1180,chr14,69622000,69631000,ESC_enriched,9,0.994252497767397,9.0,promoter,Gfra2,NM_008115,Gfra2,1314
1181,chr14,71265000,71269000,ESC_enriched,4,0.9770607032989851,4.0,intergenic,,,Fndc3a,178085
1182,chr14,72357000,72360000,NPC_enriched,3,0.9959496558368711,3.0,intergenic,,,Sucla2,71560
1183,chr14,72362000,72366000,NPC_enriched,4,0.9999963304688633,4.0,intergenic,,,Sucla2,77060
1184,chr14,72368000,72373000,NPC_enriched,5,0.987747904142892,5.0,intergenic,,,Sucla2,83560
1185,chr14,72376000,72378000,NPC_enriched,2,0.9757438488318543,2.0,intergenic,,,Sucla2,90060
1186,chr14,73750000,73752000,ESC_enriched,2,0.9981212670436543,2.0,promoter,Rubcnl,NM_198642,Rubcnl,819
1187,chr14,75890000,75894000,ESC_enriched,4,0.994979648421952,4.0,promoter,Enox1,NM_172813,Enox1,1083
1188,chr14,76558000,76567000,NPC_enriched,9,0.9866600697907515,9.0,gene_body,Dnajc15,NM_025384,Gm1587,29377
1189,chr14,78396000,78398000,ESC_enriched,2,0.9949131964606867,2.0,promoter,Cnmd,NM_001310655,Cnmd,662
