dhms_region_id,chromosome,region_start,region_end,dhms_state,n_bins,mean_state_posterior
746,chr12,40644000,40646000,ESC_enriched,2,0.987079517732532
747,chr12,45199000,45203000,ESC_enriched,4,0.9945869169850505
748,chr12,45882000,45888000,NPC_enriched,6,0.9811930700012313
749,chr12,47274000,47276000,ESC_enriched,2,0.9954568067941847
750,chr12,50285000,50293000,NPC_enriched,8,0.9959312100137625
751,chr12,50296000,50300000,NPC_enriched,4,0.964490954918246
752,chr12,50635000,50641000,NPC_enriched,6,0.9919505578087083
753,chr12,51142000,51146000,NPC_enriched,4,0.9713637188174735
754,chr12,51570000,51572000,ESC_enriched,2,0.9850286037935853
755,chr12,54167000,54174000,ESC_enriched,7,0.9999459104943161
756,chr12,54988000,54993000,ESC_enriched,5,0.999215101391466
757,chr12,55902000,55904000,ESC_enriched,2,0.9990568368698456
758,chr12,56515000,56520000,ESC_enriched,5,0.9979311400541674
759,chr12,57219000,57221000,ESC_enriched,2,0.9889473642989142
760,chr12,57369000,57370000,NPC_enriched,1,0.9537511107893712
761,chr12,57528000,57534000,ESC_enriched,6,0.9988157492368891
762,chr12,57599000,57601000,ESC_enriched,2,0.9875541672368151
763,chr12,57604000,57620000,ESC_enriched,16,0.9984465766757026
764,chr12,58114000,58117000,ESC_enriched,3,0.9995350366187356
765,chr12,58450000,58473000,ESC_enriched,23,0.9958538669468645
766,chr12,58489000,58497000,ESC_enriched,8,0.9858745478053821
767,chr12,59127000,59133000,ESC_enriched,6,0.9920050695190108
768,chr12,59185000,59188000,ESC_enriched,3,0.9992273370283868
769,chr12,68138000,68142000,ESC_enriched,4,0.9990902731794117
770,chr12,70158000,70161000,ESC_enriched,3,0.9595834590545406
771,chr12,70336000,70339000,ESC_enriched,3,0.9846599247839348
772,chr12,70707000,70710000,ESC_enriched,3,0.9919473405154303
773,chr12,70961000,70963000,ESC_enriched,2,0.9913723150252022
774,chr12,71029000,71038000,ESC_enriched,9,0.998007551586995
775,chr12,71143000,71148000,ESC_enriched,5,0.9948649684060037
776,chr12,71264000,71267000,ESC_enriched,3,0.9910795769732751
777,chr12,71463000,71466000,ESC_enriched,3,0.9694290858709547
778,chr12,71604000,71605000,ESC_enriched,1,0.9530466547812889
779,chr12,72235000,72239000,ESC_enriched,4,0.9900510492060904
780,chr12,73313000,73314000,ESC_enriched,1,0.9527918595940296
781,chr12,73326000,73328000,ESC_enriched,2,0.9808638954967552
782,chr12,73799000,73804000,NPC_enriched,5,0.9878024696187211
783,chr12,73807000,73810000,NPC_enriched,3,0.9684316266113709
784,chr12,73817000,73818000,NPC_enriched,1,0.9551248400192278
785,chr12,73822000,73826000,NPC_enriched,4,0.9978105136751216
786,chr12,73828000,73833000,NPC_enriched,5,0.996826806625541
787,chr12,73953000,73973000,ESC_enriched,20,0.9962100254129977
788,chr12,74502000,74505000,ESC_enriched,3,0.9985880827579768
789,chr12,74915000,74919000,ESC_enriched,4,0.9932285102162903
790,chr12,75201000,75204000,ESC_enriched,3,0.9782804931503004
791,chr12,76096000,76102000,ESC_enriched,6,0.995534424010998
792,chr12,76226000,76230000,ESC_enriched,4,0.9836636096724042
793,chr12,76305000,76308000,ESC_enriched,3,0.9964114552039027
794,chr12,76653000,76658000,ESC_enriched,5,0.9904939821568833
795,chr12,76736000,76741000,ESC_enriched,5,0.994099511352539
796,chr12,77322000,77327000,ESC_enriched,5,0.9907152884388323
797,chr12,77335000,77338000,ESC_enriched,3,0.97999767980729
798,chr12,77353000,77355000,ESC_enriched,2,0.9966033786896231
799,chr12,77518000,77523000,ESC_enriched,5,0.984700262415528
800,chr12,77525000,77528000,ESC_enriched,3,0.968990299013104
801,chr12,79825000,79826000,ESC_enriched,1,0.9742622947291835
802,chr12,79923000,79927000,ESC_enriched,4,0.9783486998121489
803,chr12,80924000,80947000,ESC_enriched,23,0.9948995338590344
804,chr12,81434000,81443000,ESC_enriched,9,0.9981860384657796
805,chr12,81449000,81452000,ESC_enriched,3,0.9929157281941459
806,chr12,81494000,81495000,ESC_enriched,1,0.9952962432074591
807,chr12,81610000,81615000,ESC_enriched,5,0.9966261758963544
808,chr12,81623000,81630000,ESC_enriched,7,0.9913192674200211
809,chr12,81675000,81679000,ESC_enriched,4,0.9997984156921873
810,chr12,81915000,81919000,ESC_enriched,4,0.9778235579307801
811,chr12,82250000,82253000,ESC_enriched,3,0.9958965993063041
812,chr12,82547000,82553000,ESC_enriched,6,0.9878193538719682
813,chr12,82588000,82589000,ESC_enriched,1,0.9504334954109321
814,chr12,84230000,84232000,ESC_enriched,2,0.9672827432889022
815,chr12,84233000,84236000,ESC_enriched,3,0.9813178426680347
816,chr12,84301000,84303000,ESC_enriched,2,0.9954395324739033
817,chr12,84373000,84379000,ESC_enriched,6,0.997097979523399
818,chr12,84653000,84670000,ESC_enriched,17,0.9826341772100775
819,chr12,84869000,84874000,ESC_enriched,5,0.9858871769191133
820,chr12,84942000,84944000,ESC_enriched,2,0.994801871228016
821,chr12,84957000,84962000,ESC_enriched,5,0.995588657894739
822,chr12,85459000,85464000,ESC_enriched,5,0.9998579707873431
823,chr12,85533000,85534000,ESC_enriched,1,0.981687774058643
824,chr12,85538000,85541000,ESC_enriched,3,0.9998482511219341
825,chr12,85565000,85572000,ESC_enriched,7,0.994301666558683
826,chr12,86037000,86041000,ESC_enriched,4,0.98732646114329
827,chr12,86063000,86068000,ESC_enriched,5,0.9851948159260638
828,chr12,86360000,86365000,ESC_enriched,5,0.995529750244132
829,chr12,86487000,86490000,ESC_enriched,3,0.9928017949601161
830,chr12,86576000,86578000,ESC_enriched,2,0.9693417572108912
831,chr12,86585000,86598000,ESC_enriched,13,0.9883045496882055
832,chr12,86635000,86638000,ESC_enriched,3,0.9695421120463802
833,chr12,86966000,86970000,ESC_enriched,4,0.9906502594645334
834,chr12,87103000,87106000,ESC_enriched,3,0.9944540727477952
835,chr12,87109000,87111000,ESC_enriched,2,0.9781988897836646
836,chr12,87227000,87229000,ESC_enriched,2,0.9702180281353825
837,chr12,87237000,87238000,ESC_enriched,1,0.9595760404722883
838,chr12,87244000,87245000,ESC_enriched,1,0.950098695424974
839,chr12,87250000,87253000,ESC_enriched,3,0.9674975232678635
840,chr12,87257000,87259000,ESC_enriched,2,0.9936658614871006
841,chr12,87265000,87271000,ESC_enriched,6,0.988072876550425
842,chr12,87277000,87279000,ESC_enriched,2,0.9568503394354142
843,chr12,87289000,87294000,ESC_enriched,5,0.9856707231571663
844,chr12,87307000,87317000,ESC_enriched,10,0.9920888126726787
845,chr12,87425000,87433000,ESC_enriched,8,0.9899413970748886
846,chr12,87456000,87466000,ESC_enriched,10,0.9897756058145577
847,chr12,87489000,87490000,ESC_enriched,1,0.9598111111834715
848,chr12,87566000,87569000,ESC_enriched,3,0.9734123720466776
849,chr12,87982000,87994000,ESC_enriched,12,0.9971952053884956
850,chr12,96087000,96095000,ESC_enriched,8,0.9972073401267786
851,chr12,98971000,98981000,ESC_enriched,10,0.9945838749781947
852,chr12,99695000,99708000,ESC_enriched,13,0.9972923135193376
853,chr12,100011000,100013000,ESC_enriched,2,0.9630307785932198
854,chr12,100028000,100032000,ESC_enriched,4,0.9870493069522708
855,chr12,100365000,100372000,ESC_enriched,7,0.9960311215006483
856,chr12,100675000,100680000,ESC_enriched,5,0.9810745754461369
857,chr12,101298000,101302000,ESC_enriched,4,0.9917539511661968
858,chr12,101308000,101311000,ESC_enriched,3,0.9997306752318834
859,chr12,102218000,102225000,ESC_enriched,7,0.9984748739599708
860,chr12,102529000,102534000,ESC_enriched,5,0.9651085569602573
861,chr12,102683000,102690000,ESC_enriched,7,0.990082766620025
862,chr12,102790000,102792000,ESC_enriched,2,0.986927836191551
863,chr12,103350000,103351000,ESC_enriched,1,0.9818998335208996
864,chr12,103641000,103645000,ESC_enriched,4,0.9976191855939162
865,chr12,103724000,103730000,ESC_enriched,6,0.9880805210146809
866,chr12,103764000,103765000,ESC_enriched,1,0.9598282306628868
867,chr12,104867000,104881000,ESC_enriched,14,0.9927878771258646
868,chr12,104913000,104915000,ESC_enriched,2,0.9944715377733909
869,chr12,105462000,105465000,ESC_enriched,3,0.9703908322695614
870,chr12,105489000,105494000,ESC_enriched,5,0.9970442506189778
871,chr12,105854000,105856000,ESC_enriched,2,0.995102461646853
872,chr12,105963000,105968000,ESC_enriched,5,0.9842667494517071
873,chr12,106276000,106279000,ESC_enriched,3,0.9930192577165539
874,chr12,106285000,106286000,ESC_enriched,1,0.9877790256896172
875,chr12,106337000,106338000,ESC_enriched,1,0.9641411827573131
876,chr12,106363000,106365000,ESC_enriched,2,0.9990953851627025
877,chr12,106578000,106582000,ESC_enriched,4,0.975515464537952
878,chr12,106588000,106591000,ESC_enriched,3,0.9894175447701133
879,chr12,106848000,106851000,ESC_enriched,3,0.9831858162336378
880,chr12,106856000,106863000,ESC_enriched,7,0.9894549633715191
881,chr12,108362000,108368000,ESC_enriched,6,0.9950358372890697
882,chr12,108413000,108416000,ESC_enriched,3,0.9869511795822996
883,chr12,108420000,108422000,ESC_enriched,2,0.9937091479216598
884,chr12,108423000,108438000,ESC_enriched,15,0.9961907534388458
885,chr12,108441000,108457000,ESC_enriched,16,0.9892088137461408
886,chr12,108460000,108461000,ESC_enriched,1,0.9682101425772629
887,chr12,108752000,108762000,ESC_enriched,10,0.9928694119396966
888,chr12,108765000,108770000,ESC_enriched,5,0.994732710501945
889,chr12,108774000,108794000,ESC_enriched,20,0.9877528974449186
890,chr12,108797000,108804000,ESC_enriched,7,0.9956623839441913
891,chr12,108884000,108886000,ESC_enriched,2,0.9804134787217487
892,chr12,108951000,108953000,ESC_enriched,2,0.999441689207277
893,chr12,109282000,109284000,ESC_enriched,2,0.9587188271111873
894,chr12,109480000,109483000,ESC_enriched,3,0.9999809679189168
895,chr12,109858000,109867000,ESC_enriched,9,0.9911878826900582
896,chr12,109890000,109910000,ESC_enriched,20,0.9967851628820565
897,chr12,109912000,109913000,ESC_enriched,1,0.9688168533112334
898,chr12,110365000,110370000,ESC_enriched,5,0.9864559542418814
899,chr12,110635000,110643000,ESC_enriched,8,0.9919472088665677
900,chr12,110722000,110732000,ESC_enriched,10,0.9976728490511642
901,chr12,111425000,111426000,ESC_enriched,1,0.9689210944240956
902,chr12,111591000,111598000,ESC_enriched,7,0.979885867034451
903,chr12,111605000,111609000,ESC_enriched,4,0.9708636558642353
904,chr12,111716000,111726000,ESC_enriched,10,0.9955814208626688
905,chr12,111852000,111881000,ESC_enriched,29,0.9974354845996731
906,chr12,111883000,111884000,ESC_enriched,1,0.9575192929546844
907,chr12,111888000,111902000,ESC_enriched,14,0.9965453656611063
908,chr12,111932000,111936000,ESC_enriched,4,0.9943736735878808
909,chr12,112119000,112122000,ESC_enriched,3,0.9997017632974906
910,chr12,113067000,113071000,ESC_enriched,4,0.9800132690506154
911,chr12,113126000,113136000,ESC_enriched,10,0.9918562861289066
912,chr12,113141000,113143000,ESC_enriched,2,0.9938102927621315
913,chr12,113144000,113148000,ESC_enriched,4,0.9749394308491255
914,chr12,113317000,113323000,ESC_enriched,6,0.9972431035790921
915,chr12,113325000,113328000,ESC_enriched,3,0.98480595652681
916,chr12,113397000,113399000,ESC_enriched,2,0.9638705446666962
917,chr12,113632000,113641000,ESC_enriched,9,0.9893757890222911
918,chr12,117593000,117604000,ESC_enriched,11,0.9998214964975038
919,chr12,117607000,117610000,ESC_enriched,3,0.9743468558845806
920,chr12,117615000,117621000,ESC_enriched,6,0.9856803176840737
921,chr12,117673000,117683000,ESC_enriched,10,0.994367398788716
922,chr12,117704000,117706000,ESC_enriched,2,0.9932475330770955
923,chr12,117711000,117713000,ESC_enriched,2,0.9707495472160357
924,chr12,118969000,118975000,ESC_enriched,6,0.9865137520909797
925,chr12,119303000,119308000,NPC_enriched,5,0.9728841658582528
926,chr12,119681000,119684000,ESC_enriched,3,0.9807925341928257
927,chr13,9222000,9223000,ESC_enriched,1,0.9951330744890062
928,chr13,10358000,10362000,ESC_enriched,4,0.9937406282255108
929,chr13,12572000,12577000,ESC_enriched,5,0.9915179949652932
930,chr13,15802000,15804000,ESC_enriched,2,0.9685910312098145
931,chr13,15808000,15810000,ESC_enriched,2,0.9902598261026028
932,chr13,18956000,18957000,ESC_enriched,1,0.9951242668523482
933,chr13,19628000,19632000,ESC_enriched,4,0.9845848976724106
934,chr13,21988000,21992000,ESC_enriched,4,0.9954176705592618
935,chr13,22005000,22006000,ESC_enriched,1,0.9712248640696544
936,chr13,23320000,23321000,ESC_enriched,1,0.9659352423529715
937,chr13,23941000,23944000,ESC_enriched,3,0.9928820111360365
938,chr13,24646000,24648000,ESC_enriched,2,0.9820097242441949
939,chr13,25062000,25065000,ESC_enriched,3,0.9867263432143978
940,chr13,28891000,28896000,ESC_enriched,5,0.9953306352081484
941,chr13,28959000,28961000,ESC_enriched,2,0.989159559096334
942,chr13,28966000,28968000,ESC_enriched,2,0.9999909549646684
943,chr13,30753000,30759000,ESC_enriched,6,0.9894892833039733
944,chr13,31636000,31639000,ESC_enriched,3,0.9944703859872327
945,chr13,31804000,31831000,ESC_enriched,27,0.9960204581258717
946,chr13,34350000,34352000,ESC_enriched,2,0.9993856465708197
947,chr13,34652000,34663000,ESC_enriched,11,0.9916805974195954
948,chr13,34752000,34756000,ESC_enriched,4,0.9878875584128005
949,chr13,34923000,34926000,ESC_enriched,3,0.9807173786234991
950,chr13,34971000,34973000,ESC_enriched,2,0.9785180988618001
951,chr13,35975000,35977000,ESC_enriched,2,0.9931187449829135
952,chr13,36729000,36744000,ESC_enriched,15,0.9964281496685738
953,chr13,37784000,37788000,ESC_enriched,4,0.9927192108613495
954,chr13,37806000,37809000,ESC_enriched,3,0.9969350028661434
955,chr13,39615000,39618000,NPC_enriched,3,0.9942859864637704
956,chr13,39621000,39623000,NPC_enriched,2,0.9660960209791611
957,chr13,39626000,39629000,NPC_enriched,3,0.999584145507252
958,chr13,40747000,40749000,ESC_enriched,2,0.9924613920960166
959,chr13,40751000,40754000,ESC_enriched,3,0.971753248683727
960,chr13,42312000,42314000,ESC_enriched,2,0.9784576302895238
961,chr13,42926000,42929000,ESC_enriched,3,0.994689410625511
962,chr13,43795000,43797000,ESC_enriched,2,0.9995072973962854
963,chr13,45088000,45091000,ESC_enriched,3,0.9718647759487906
964,chr13,45974000,45977000,ESC_enriched,3,0.9947629892527451
965,chr13,46430000,46431000,ESC_enriched,1,0.974057499265039
966,chr13,48274000,48275000,ESC_enriched,1,0.9942292312681819
967,chr13,48638000,48639000,ESC_enriched,1,0.9797266912067263
968,chr13,48668000,48685000,ESC_enriched,17,0.9983096491055146
969,chr13,48686000,48689000,ESC_enriched,3,0.9706799449097351
970,chr13,48742000,48746000,ESC_enriched,4,0.9964251845279113
971,chr13,48792000,48795000,ESC_enriched,3,0.9700820795356931
972,chr13,49157000,49160000,ESC_enriched,3,0.9996045597601914
973,chr13,49227000,49231000,ESC_enriched,4,0.968085087517581
974,chr13,49257000,49260000,ESC_enriched,3,0.991255544989487
975,chr13,49272000,49281000,ESC_enriched,9,0.9872522570864959
976,chr13,51418000,51423000,ESC_enriched,5,0.9904507164245239
977,chr13,51577000,51582000,ESC_enriched,5,0.9939800416744529
978,chr13,51854000,51862000,ESC_enriched,8,0.9848488467936429
979,chr13,52990000,52994000,ESC_enriched,4,0.9987121995210675
980,chr13,53472000,53477000,ESC_enriched,5,0.9826045494094202
981,chr13,54171000,54172000,ESC_enriched,1,0.9669562813648268
982,chr13,54201000,54202000,ESC_enriched,1,0.9696409066538525
983,chr13,54745000,54752000,ESC_enriched,7,0.9943642071119999
984,chr13,54756000,54760000,ESC_enriched,4,0.9926879592272074
985,chr13,54795000,54797000,ESC_enriched,2,0.9630554476401497
986,chr13,55002000,55018000,ESC_enriched,16,0.9958657458783116
987,chr13,55162000,55165000,ESC_enriched,3,0.9791645119525713
988,chr13,55423000,55425000,ESC_enriched,2,0.9939100063738444
989,chr13,55430000,55431000,ESC_enriched,1,0.9546746103048063
990,chr13,55480000,55483000,ESC_enriched,3,0.9964996183880285
991,chr13,56223000,56238000,ESC_enriched,15,0.9982521137365068
992,chr13,56448000,56449000,ESC_enriched,1,0.9998805703544003
993,chr13,56618000,56620000,ESC_enriched,2,0.9994052200932451
994,chr13,56691000,56695000,ESC_enriched,4,0.9885172634383059
995,chr13,56758000,56766000,ESC_enriched,8,0.998423518298023
996,chr13,56773000,56779000,ESC_enriched,6,0.9854098052523225
997,chr13,57917000,57920000,ESC_enriched,3,0.9881456830471316
998,chr13,58040000,58043000,ESC_enriched,3,0.9954633395132069
999,chr13,58121000,58126000,ESC_enriched,5,0.9954523096386454
1000,chr13,58282000,58287000,ESC_enriched,5,0.9833407918551094
1001,chr13,58462000,58464000,ESC_enriched,2,0.9968748828392724
1002,chr13,58816000,58820000,ESC_enriched,4,0.9985200154804154
1003,chr13,59446000,59449000,ESC_enriched,3,0.9847826909768923
1004,chr13,60182000,60186000,ESC_enriched,4,0.9959283400919267
1005,chr13,62897000,62898000,ESC_enriched,1,0.955565563956523
1006,chr13,63580000,63586000,ESC_enriched,6,0.9925610454168381
1007,chr13,65273000,65275000,ESC_enriched,2,0.9992235650396128
1008,chr13,69954000,69956000,ESC_enriched,2,0.9973823742103152
1009,chr13,70170000,70176000,ESC_enriched,6,0.9857752328093862
1010,chr13,70178000,70179000,ESC_enriched,1,0.9541095405841151
1011,chr13,70202000,70209000,ESC_enriched,7,0.9951681528614424
1012,chr13,71308000,71310000,ESC_enriched,2,0.9988902806217306
1013,chr13,72418000,72435000,ESC_enriched,17,0.9936732821240037
1014,chr13,73089000,73109000,ESC_enriched,20,0.9983269729113431
1015,chr13,73283000,73287000,ESC_enriched,4,0.9889205092486473
1016,chr13,73726000,73740000,ESC_enriched,14,0.998590697619771
1017,chr13,74312000,74313000,ESC_enriched,1,0.9610942826613292
1018,chr13,74631000,74635000,ESC_enriched,4,0.9988953259885021
1019,chr13,74722000,74728000,ESC_enriched,6,0.9932338409193338
1020,chr13,76519000,76525000,ESC_enriched,6,0.9898535212293013
1021,chr13,78635000,78662000,ESC_enriched,27,0.9950743240516972
1022,chr13,78663000,78676000,ESC_enriched,13,0.9985192004865312
1023,chr13,81425000,81428000,ESC_enriched,3,0.9881812720914258
1024,chr13,83995000,84002000,ESC_enriched,7,0.992070447180844
1025,chr13,84187000,84204000,ESC_enriched,17,0.9955072473129438
1026,chr13,84210000,84213000,ESC_enriched,3,0.9769040696438821
1027,chr13,84816000,84821000,ESC_enriched,5,0.9942878103228215
1028,chr13,87472000,87473000,NPC_enriched,1,0.9520900336111603
1029,chr13,89295000,89299000,ESC_enriched,4,0.9971134684195639
1030,chr13,92215000,92217000,ESC_enriched,2,0.9938335257938733
1031,chr13,93230000,93234000,ESC_enriched,4,0.986108198415887
1032,chr13,93895000,93897000,ESC_enriched,2,0.9944942899536267
1033,chr13,94194000,94198000,ESC_enriched,4,0.9755719289084747
1034,chr13,94773000,94779000,ESC_enriched,6,0.9918471881331462
1035,chr13,94872000,94874000,ESC_enriched,2,0.959579088388893
1036,chr13,95274000,95276000,ESC_enriched,2,0.9997868957899835
1037,chr13,95675000,95680000,ESC_enriched,5,0.9881207930126032
1038,chr13,95695000,95699000,ESC_enriched,4,0.990473860440483
1039,chr13,95781000,95782000,ESC_enriched,1,0.964709023844072
1040,chr13,95802000,95805000,ESC_enriched,3,0.9886704278999314
1041,chr13,95808000,95811000,ESC_enriched,3,0.9946091818226804
1042,chr13,96349000,96351000,ESC_enriched,2,0.992778653116822
1043,chr13,96544000,96548000,ESC_enriched,4,0.9907908385007433
1044,chr13,97231000,97235000,ESC_enriched,4,0.9959098793439434
1045,chr13,98025000,98026000,ESC_enriched,1,0.9995696864894597
1046,chr13,98172000,98175000,NPC_enriched,3,0.988526269440753
1047,chr13,99454000,99456000,ESC_enriched,2,0.9567749476184817
1048,chr13,99458000,99459000,ESC_enriched,1,0.9551144398108334
1049,chr13,99489000,99495000,ESC_enriched,6,0.9932866972656672
1050,chr13,99496000,99497000,ESC_enriched,1,0.9555172927863244
1051,chr13,99601000,99607000,ESC_enriched,6,0.9953068477128655
1052,chr13,99672000,99676000,ESC_enriched,4,0.9975677758829148
1053,chr13,99793000,99796000,ESC_enriched,3,0.9895171730912004
1054,chr13,100329000,100331000,ESC_enriched,2,0.9802955968347526
1055,chr13,101207000,101210000,ESC_enriched,3,0.9780637694987103
1056,chr13,104217000,104220000,ESC_enriched,3,0.9749911042141867
1057,chr13,105984000,105985000,ESC_enriched,1,0.9568974072650174
1058,chr13,106174000,106176000,ESC_enriched,2,0.9999832104974478
1059,chr13,108764000,108767000,ESC_enriched,3,0.9877085161613809
1060,chr13,110238000,110239000,ESC_enriched,1,0.9706878098941041
1061,chr13,110328000,110330000,ESC_enriched,2,0.9897704670585812
1062,chr13,111127000,111129000,ESC_enriched,2,0.9757042035940974
1063,chr13,113772000,113774000,ESC_enriched,2,0.9996479956101676
1064,chr13,114108000,114111000,ESC_enriched,3,0.9991029188859176
1065,chr13,114151000,114156000,ESC_enriched,5,0.9848848114650041
1066,chr13,114413000,114414000,ESC_enriched,1,0.9838464460864397
1067,chr13,115287000,115289000,ESC_enriched,2,0.9599697337499988
1068,chr13,115576000,115582000,ESC_enriched,6,0.9983518818783512
1069,chr13,116052000,116054000,ESC_enriched,2,0.9913718337125234
1070,chr13,116222000,116224000,ESC_enriched,2,0.9788399967527965
1071,chr13,116793000,116798000,NPC_enriched,5,0.9965779888307926
1072,chr13,116799000,116803000,NPC_enriched,4,0.9988679643333767
1073,chr13,116805000,116809000,NPC_enriched,4,0.9906080232445343
1074,chr13,116836000,116841000,NPC_enriched,5,0.9958538583410048
1075,chr13,118143000,118147000,ESC_enriched,4,0.996227950521759
1076,chr13,119512000,119523000,NPC_enriched,11,0.9978598786169645
1077,chr14,7110000,7115000,ESC_enriched,5,0.9929680213558647
1078,chr14,10348000,10350000,ESC_enriched,2,0.9792161993114772
1079,chr14,11135000,11140000,ESC_enriched,5,0.9947264249133806
1080,chr14,11188000,11204000,NPC_enriched,16,0.9872318306714718
1081,chr14,16453000,16455000,ESC_enriched,2,0.9991954830246926
1082,chr14,19040000,19045000,ESC_enriched,5,0.978838324970933
1083,chr14,19625000,19627000,ESC_enriched,2,0.9984652014015241
1084,chr14,20474000,20477000,ESC_enriched,3,0.9924682147977548
1085,chr14,20768000,20785000,ESC_enriched,17,0.9987595505742279
1086,chr14,20786000,20787000,ESC_enriched,1,0.9577793439977427
1087,chr14,20807000,20810000,ESC_enriched,3,0.9959865403254925
1088,chr14,24151000,24156000,ESC_enriched,5,0.9891141440169158
1089,chr14,24288000,24297000,ESC_enriched,9,0.9933962984760858
1090,chr14,24378000,24380000,ESC_enriched,2,0.9825465304745962
1091,chr14,24431000,24440000,ESC_enriched,9,0.9832271689179406
1092,chr14,25940000,25946000,ESC_enriched,6,0.986753860880275
1093,chr14,27330000,27350000,ESC_enriched,20,0.9989550963857059
1094,chr14,28837000,28840000,ESC_enriched,3,0.9986469754114915
1095,chr14,29719000,29722000,ESC_enriched,3,0.9991179891273977
1096,chr14,29762000,29766000,ESC_enriched,4,0.970596421969393
1097,chr14,29972000,29975000,ESC_enriched,3,0.9609705210266964
1098,chr14,30049000,30052000,ESC_enriched,3,0.9974468136250554
1099,chr14,30097000,30101000,ESC_enriched,4,0.9831037680292696
1100,chr14,30214000,30216000,ESC_enriched,2,0.9837279863350991
1101,chr14,30264000,30265000,ESC_enriched,1,0.950020874750803
1102,chr14,31290000,31293000,ESC_enriched,3,0.9899627775784797
1103,chr14,32431000,32440000,NPC_enriched,9,0.993989391563529
1104,chr14,32784000,32787000,ESC_enriched,3,0.9875750281627519
1105,chr14,32807000,32810000,ESC_enriched,3,0.9623971978638144
1106,chr14,33048000,33053000,ESC_enriched,5,0.9862652148427417
1107,chr14,33227000,33229000,ESC_enriched,2,0.9822197673513219
1108,chr14,33645000,33653000,ESC_enriched,8,0.99751407121947
1109,chr14,33711000,33727000,ESC_enriched,16,0.997573514074625
1110,chr14,33763000,33769000,ESC_enriched,6,0.9854339879114503
1111,chr14,36156000,36157000,NPC_enriched,1,0.95432398422488
1112,chr14,36392000,36396000,NPC_enriched,4,0.9850717292164186
1113,chr14,39921000,39923000,ESC_enriched,2,0.9831548328950905
1114,chr14,43780000,43781000,ESC_enriched,1,0.9681939805941511
1115,chr14,45679000,45680000,ESC_enriched,1,0.9668327239081895
1116,chr14,45804000,45808000,ESC_enriched,4,0.9998727108935099
1117,chr14,46011000,46018000,ESC_enriched,7,0.9907407247030955
1118,chr14,46295000,46297000,ESC_enriched,2,0.9830349232918232
1119,chr14,47043000,47045000,ESC_enriched,2,0.9986160244761118
1120,chr14,47581000,47598000,ESC_enriched,17,0.9980470924716021
1121,chr14,47626000,47636000,ESC_enriched,10,0.9834843821948016
1122,chr14,47675000,47680000,ESC_enriched,5,0.9787133459194134
1123,chr14,48821000,48823000,NPC_enriched,2,0.9657725305750661
1124,chr14,49818000,49820000,ESC_enriched,2,0.9723484860965224
1125,chr14,50661000,50664000,ESC_enriched,3,0.9890020878008934
1126,chr14,50905000,50914000,ESC_enriched,9,0.9950063321535687
1127,chr14,51234000,51239000,ESC_enriched,5,0.9991602190247466
1128,chr14,53385000,53388000,ESC_enriched,3,0.9861337314458565
1129,chr14,53432000,53436000,ESC_enriched,4,0.9951361896133134
1130,chr14,53580000,53587000,ESC_enriched,7,0.9849421373090479
1131,chr14,53665000,53667000,ESC_enriched,2,0.9942967658279648
1132,chr14,53865000,53867000,ESC_enriched,2,0.9764961985777008
1133,chr14,53891000,53907000,ESC_enriched,16,0.9948321192580478
1134,chr14,53912000,53917000,ESC_enriched,5,0.9754844196406796
1135,chr14,53918000,53934000,ESC_enriched,16,0.9962809216724413
1136,chr14,53946000,53951000,ESC_enriched,5,0.9981967460068523
1137,chr14,54065000,54069000,ESC_enriched,4,0.9941708853769607
1138,chr14,54447000,54451000,ESC_enriched,4,0.9916523507110807
1139,chr14,54452000,54456000,ESC_enriched,4,0.9918242378428225
1140,chr14,54473000,54476000,ESC_enriched,3,0.9609964001157286
1141,chr14,54716000,54718000,ESC_enriched,2,0.9868754878598596
1142,chr14,54721000,54725000,ESC_enriched,4,0.9981344802428151
1143,chr14,54737000,54745000,ESC_enriched,8,0.9988129833880807
1144,chr14,55990000,55992000,ESC_enriched,2,0.9989170593026704
1145,chr14,56086000,56089000,ESC_enriched,3,0.9990550227704417
1146,chr14,56495000,56497000,ESC_enriched,2,0.9859300451940819
1147,chr14,56648000,56655000,ESC_enriched,7,0.9949449783751293
1148,chr14,56659000,56663000,ESC_enriched,4,0.986779715254505
1149,chr14,56681000,56702000,ESC_enriched,21,0.9991957599760287
1150,chr14,59331000,59335000,ESC_enriched,4,0.9990627384422807
1151,chr14,60000000,60002000,ESC_enriched,2,0.9982001533640799
1152,chr14,60011000,60012000,ESC_enriched,1,0.962209525246194
1153,chr14,60229000,60230000,ESC_enriched,1,0.9777492479070083
1154,chr14,60637000,60646000,ESC_enriched,9,0.9988511915393098
1155,chr14,61508000,61511000,ESC_enriched,3,0.988414328092395
1156,chr14,61541000,61543000,ESC_enriched,2,0.9820347797082091
1157,chr14,62053000,62058000,NPC_enriched,5,0.9639612489879642
1158,chr14,62059000,62064000,NPC_enriched,5,0.9695889395411873
1159,chr14,62193000,62209000,ESC_enriched,16,0.9974903699335441
1160,chr14,62222000,62224000,ESC_enriched,2,0.986795248738783
1161,chr14,62342000,62350000,NPC_enriched,8,0.9773862408292998
1162,chr14,62408000,62426000,NPC_enriched,18,0.994514312957286
1163,chr14,62696000,62700000,ESC_enriched,4,0.9971224210359185
1164,chr14,62893000,62903000,ESC_enriched,10,0.9980879368652561
