chromosome,bin,bin_start,bin_end,esc_counts,npc_counts,F_score,putative_sites,region_id,esc_intensity,npc_intensity,intensity_ratio,log_ratio,fold_change_state,esc_alpha_post,esc_beta_post,npc_alpha_post,npc_beta_post,non_diff_emission,esc_emission,npc_emission,non_diff_posterior,esc_posterior,npc_posterior,hmm_state,dhms_state,dhms_region_id,state_posterior
chr11,65798,65798000,65799000,1,17,2.292496570269771e-06,True,49931,2.1789174484440895e-07,1.6997189609126962e-06,0.12819280707877018,-2.0542198430994993,NPC enriched,2,9178868,18,10589968,0.10446320158846484,5.4225586402926235e-09,3.7910741360495086,0.00027859267836120725,7.533384072032608e-15,0.9997214073216313,NPC_enriched,NPC_enriched,500,0.9997214073216313
chr11,65799,65799000,65800000,0,9,1.132660180802769e-06,True,49931,1.0894587242220447e-07,9.442883116181646e-07,0.11537352637089314,-2.159580358757326,NPC enriched,1,9178869,10,10589976,0.15803978076431371,1.0932799787644464e-05,3.6839099833183973,0.0001673664308179273,9.343037242013557e-12,0.9998326335598391,NPC_enriched,NPC_enriched,500,0.9998326335598391
chr11,65800,65800000,65801000,0,9,1.132660180802769e-06,True,49931,1.0894587242220447e-07,9.442883116181646e-07,0.11537352637089314,-2.159580358757326,NPC enriched,1,9178869,10,10589976,0.15803978076431371,1.0932799787644464e-05,3.6839099833183973,0.0017705643099004452,1.6325042470656366e-10,0.9982294355268492,NPC_enriched,NPC_enriched,500,0.9982294355268492
chr11,66909,66909000,66910000,17,1,2.7273159088974914e-06,True,50153,1.9610257035996804e-06,1.8885766232363292e-07,10.383617373380382,2.340229311572939,ESC enriched,18,9178852,2,10589984,0.03431146798347879,3.931377611749101,1.2217832525681866e-10,0.0098522432647984,0.9901477567352004,1.2290634880531523e-15,ESC_enriched,ESC_enriched,501,0.9901477567352004
chr11,66910,66910000,66911000,42,7,7.3081061927128426e-06,True,50153,4.684672514154792e-06,7.554306492945317e-07,6.201327042435506,1.8247633082504462,ESC enriched,43,9178827,8,10589978,0.034346996695205294,3.931306554427681,1.5531580177494305e-21,0.000458408000798763,0.9995415919992012,2.154192805053215e-27,ESC_enriched,ESC_enriched,501,0.9995415919992012
chr11,66911,66911000,66912000,19,5,3.536775113427802e-06,True,50153,2.1789174484440894e-06,5.665729869708988e-07,3.8457842123631045,1.3469775385626557,ESC enriched,20,9178850,6,10589980,0.5331901533774296,2.9336199514967642,6.571069217548175e-09,0.006270468023580848,0.9937295319764186,6.5746576882886e-16,ESC_enriched,ESC_enriched,501,0.9937295319764186
chr11,66912,66912000,66913000,20,3,3.438100190891727e-06,True,50153,2.287863320866294e-06,3.7771532464726584e-07,6.05711013447189,1.8012328108402522,ESC enriched,21,9178849,4,10589982,0.13488751919021752,3.7302254523102287,9.042490534008702e-11,0.03388181509187056,0.9661181849081288,6.381265359374402e-16,ESC_enriched,ESC_enriched,501,0.9661181849081288
chr11,68199,68199000,68200000,22,3,3.7441548706208075e-06,True,50441,2.505755065710703e-06,3.7771532464726584e-07,6.633977766326356,1.8922045890459789,ESC enriched,23,9178847,4,10589982,0.08762833456097499,3.8247438484636107,5.817085597628649e-12,0.02086012918205684,0.9791398708179432,1.407506842250523e-17,ESC_enriched,ESC_enriched,502,0.9791398708179432
chr11,68200,68200000,68201000,28,6,5.039872303408972e-06,True,50441,3.15943030024393e-06,6.610018181327152e-07,4.779760378222717,1.5643904151678807,ESC enriched,29,9178841,7,10589979,0.21741755631784127,3.5651653313006872,4.2006168230725243e-13,0.0014250074048318653,0.9985749925951682,3.2783638251079087e-38,ESC_enriched,ESC_enriched,502,0.9985749925951682
chr11,68201,68201000,68202000,132,1,2.0325459993319615e-05,True,50441,1.4489801032153195e-05,1.8885766232363292e-07,76.72339503664394,4.340206681898528,ESC enriched,133,9178737,2,10589984,2.939130650071134e-19,4.0000005673032435,3.828312073045997e-86,2.607843215350748e-22,1.0,1.0594657390654737e-98,ESC_enriched,ESC_enriched,502,1.0
chr11,68202,68202000,68203000,43,1,6.706026745375536e-06,True,50441,4.793618386576997e-06,1.8885766232363292e-07,25.382175801596492,3.234047187595036,ESC enriched,44,9178826,2,10589984,1.600768011670408e-05,3.999968551933929,2.672645585537709e-27,7.987245974242313e-09,0.999999992012754,7.281035628366292e-56,ESC_enriched,ESC_enriched,502,0.999999992012754
chr11,68203,68203000,68204000,20,0,3.0605467972908038e-06,True,50441,2.287863320866294e-06,9.442883116181646e-08,24.22844053788756,3.187527171960143,ESC enriched,21,9178849,1,10589985,0.0021545663069588135,3.9956914334669102,7.803196744482267e-14,4.296405215675617e-06,0.9999957035947844,8.27351916884462e-26,ESC_enriched,ESC_enriched,502,0.9999957035947844
chr11,68204,68204000,68205000,17,6,3.3565715648990297e-06,True,50441,1.9610257035996804e-06,6.610018181327152e-07,2.9667478209658236,1.087466343077571, non differential,18,9178852,7,10589979,0.9672759215030201,2.065447912362824,2.631955993458391e-07,0.005469741634766675,0.9945302583652331,1.1796527715347077e-16,ESC_enriched,ESC_enriched,502,0.9945302583652331
chr11,68205,68205000,68206000,16,5,3.0776930938341814e-06,True,50441,1.852079831177476e-06,5.665729869708988e-07,3.268916580508639,1.1844586090648808,ESC enriched,17,9178853,6,10589980,0.797927804031341,2.404144213936533,2.9263694807568155e-07,0.013415380198773957,0.9865846198009759,2.5003137398553723e-13,ESC_enriched,ESC_enriched,502,0.9865846198009759
chr11,68206,68206000,68207000,16,10,3.7069487498357197e-06,True,50441,1.852079831177476e-06,1.038717142779981e-06,1.783045407550167,0.5783228054945654, non differential,17,9178853,11,10589975,1.7972725721334655,0.40542570947751594,2.877994818676054e-05,0.03510956595642986,0.9648904340234336,2.013665487488639e-11,ESC_enriched,ESC_enriched,502,0.9648904340234336
chr11,68207,68207000,68208000,24,7,4.5536140751511185e-06,True,50441,2.7236468105551118e-06,7.554306492945317e-07,3.6054226990904104,1.2824390174250846,ESC enriched,25,9178845,8,10589978,0.5991324670363254,2.8017352931976154,1.4318873606044288e-10,0.024887067629102894,0.9751129323708964,7.299251487918929e-16,ESC_enriched,ESC_enriched,502,0.9751129323708964
chr11,68208,68208000,68209000,19,4,3.410923982227494e-06,True,50441,2.1789174484440894e-06,4.721441558090823e-07,4.614941054835725,1.5292990953566103,ESC enriched,20,9178850,5,10589981,0.3235640453373898,3.3528722913997573,1.6697665046944326e-09,0.03233130155870715,0.9676686984408122,4.807724207036394e-13,ESC_enriched,ESC_enriched,502,0.9676686984408122
chr11,68214,68214000,68215000,32,9,6.029535056468055e-06,True,50442,3.595213789932748e-06,9.442883116181646e-07,3.807326370239474,1.3369272027091543,ESC enriched,33,9178837,10,10589976,0.462988759106822,3.0740227864345426,8.863029793860955e-14,0.013294457465737248,0.9867055425342628,7.515485482220842e-20,ESC_enriched,ESC_enriched,503,0.9867055425342628
chr11,68215,68215000,68216000,42,12,7.93736184871438e-06,True,50442,4.684672514154792e-06,1.2275748051036138e-06,3.8162012568833887,1.3392554924687454,ESC enriched,43,9178827,13,10589973,0.40716328542752617,3.185673724263778,3.13262912549414e-19,0.0029105363968712303,0.9970894636031288,1.2247881251969067e-25,ESC_enriched,ESC_enriched,503,0.9970894636031288
chr11,68216,68216000,68217000,23,4,4.023033341685655e-06,True,50442,2.6147009381329075e-06,4.721441558090823e-07,5.537929265802871,1.711620652150565,ESC enriched,24,9178846,5,10589981,0.1550275313340368,3.689945416679494,8.049992483130016e-12,0.0023324509531133593,0.9976675490468866,8.975981029726389e-18,ESC_enriched,ESC_enriched,503,0.9976675490468866
chr11,68217,68217000,68218000,25,13,5.461748202217505e-06,True,50442,2.8325926829773165e-06,1.3220036362654303e-06,2.142651204030873,0.7620439426429433, non differential,26,9178844,14,10589972,1.6613163013476517,0.6773670793421456,1.8068268549509037e-08,0.026144274055019946,0.9738557259449769,3.062549523629013e-15,ESC_enriched,ESC_enriched,503,0.9738557259449769
chr11,68218,68218000,68219000,9,1,1.5030971899811694e-06,True,50442,1.0894587242220447e-06,1.8885766232363292e-07,5.768676318544657,1.75244264667082,ESC enriched,10,9178860,2,10589984,0.29178307644699314,3.41642302966539,1.1219214379570974e-05,0.028164407472592454,0.9718355923998417,1.2756569278847272e-10,ESC_enriched,ESC_enriched,503,0.9718355923998417
chr11,68770,68770000,68771000,22,3,3.7441548706208075e-06,True,50541,2.505755065710703e-06,3.7771532464726584e-07,6.633977766326356,1.8922045890459789,ESC enriched,23,9178847,4,10589982,0.08762833456097499,3.8247438484636107,5.817085597628649e-12,0.011947916378875418,0.9880520836211245,1.4307737583116122e-17,ESC_enriched,ESC_enriched,504,0.9880520836211245
chr11,68771,68771000,68772000,19,1,3.0333705886265715e-06,True,50541,2.1789174484440894e-06,1.8885766232363292e-07,11.537352637089313,2.4455898272307652,ESC enriched,20,9178850,2,10589984,0.019555179187771148,3.9608901978272093,6.7753808561818106e-12,0.0015646010519309787,0.998435398948069,7.176060012701152e-17,ESC_enriched,ESC_enriched,504,0.998435398948069
chr11,68772,68772000,68773000,12,3,2.2138814719754054e-06,True,50541,1.4162963414886582e-06,3.7771532464726584e-07,3.749639607054027,1.321659730578366,ESC enriched,13,9178857,4,10589982,0.6222174818434821,2.755561234847478,4.0157827764486614e-06,0.04209115275554496,0.9579088472423082,2.1468717623573044e-12,ESC_enriched,ESC_enriched,504,0.9579088472423082
chr11,68936,68936000,68937000,17,6,3.3565715648990297e-06,True,50567,1.9610257035996804e-06,6.610018181327152e-07,2.9667478209658236,1.087466343077571, non differential,18,9178852,7,10589979,0.9672759215030201,2.065447912362824,2.631955993458391e-07,0.026566528703934274,0.973433471295813,2.5266421364765773e-13,ESC_enriched,ESC_enriched,505,0.973433471295813
chr11,68937,68937000,68938000,53,9,9.2431091936234e-06,True,50567,5.8830771107990416e-06,9.442883116181646e-07,6.23017042402823,1.8294036878069484,ESC enriched,54,9178816,10,10589976,0.017981909113099874,3.9640367388758984,3.035918885406562e-28,0.006523059368231485,0.9934769406317685,4.406904223422158e-31,ESC_enriched,ESC_enriched,505,0.9934769406317685
chr11,69051,69051000,69052000,21,2,3.4652763995559595e-06,True,50588,2.3968091932884984e-06,2.832864934854494e-07,8.46072526719883,2.135434898926926,ESC enriched,22,9178848,3,10589983,0.04143879539482638,3.9171229530017313,2.1795313916849447e-12,0.00510707002660774,0.9948929299733923,1.0808079998938324e-23,ESC_enriched,ESC_enriched,506,0.9948929299733923
chr11,69052,69052000,69053000,67,3,1.0630385164525116e-05,True,50588,7.408319324709904e-06,3.7771532464726584e-07,19.613499483051836,2.976218078292936,ESC enriched,68,9178802,4,10589982,6.751194829385064e-07,3.99999921706387,4.595602357613785e-41,1.726081624035621e-09,0.9999999982739184,3.638727200413751e-48,ESC_enriched,ESC_enriched,506,0.9999999982739184
chr11,69053,69053000,69054000,19,1,3.0333705886265715e-06,True,50588,2.1789174484440894e-06,1.8885766232363292e-07,11.537352637089313,2.4455898272307652,ESC enriched,20,9178850,2,10589984,0.019555179187771148,3.9608901978272093,6.7753808561818106e-12,0.000637631998515841,0.9993623680014841,2.476717003183168e-23,ESC_enriched,ESC_enriched,506,0.9993623680014841
chr11,69143,69143000,69144000,41,11,7.658483377649533e-06,True,50604,4.575726641732588e-06,1.1331459739417975e-06,4.0380734229812605,1.3957677027320878,ESC enriched,42,9178828,12,10589974,0.3232191854350021,3.3535621844251704,6.86577121109857e-19,0.006685643648813107,0.9933143563511868,1.7002996970180035e-25,ESC_enriched,ESC_enriched,507,0.9933143563511868
chr11,69144,69144000,69145000,18,2,3.006194379962339e-06,True,50604,2.069971576021885e-06,2.832864934854494e-07,7.306990003489899,1.9888314247350505,ESC enriched,19,9178851,3,10589983,0.08647424083823554,3.8270520363315663,2.3810320525040163e-10,0.0006600769076801742,0.9993399230923196,1.5937205725311478e-16,ESC_enriched,ESC_enriched,507,0.9993399230923196
chr11,69145,69145000,69146000,17,8,3.608273827299645e-06,True,50604,1.9610257035996804e-06,8.498594804563481e-07,2.3074705274178626,0.836151914796665, non differential,18,9178852,9,10589977,1.438868767509935,1.1222603154486697,1.9005588122320395e-06,0.0047259571147945266,0.9952740428851654,3.9994522316448386e-14,ESC_enriched,ESC_enriched,507,0.9952740428851654
chr11,69146,69146000,69147000,14,5,2.771638414105101e-06,True,50604,1.634188086333067e-06,5.665729869708988e-07,2.8843381592723283,1.0592954661108747, non differential,15,9178855,6,10589980,1.008444897401584,1.9831067355101666,3.464895795664043e-06,0.0031418212739346613,0.996858178725873,1.923353740132126e-13,ESC_enriched,ESC_enriched,507,0.996858178725873
chr11,69147,69147000,69148000,19,4,3.410923982227494e-06,True,50604,2.1789174484440894e-06,4.721441558090823e-07,4.614941054835725,1.5292990953566103,ESC enriched,20,9178850,5,10589981,0.3235640453373898,3.3528722913997573,1.6697665046944326e-09,0.0009706620299255069,0.9990293379700742,2.484199529019327e-16,ESC_enriched,ESC_enriched,507,0.9990293379700742
chr11,69148,69148000,69149000,12,4,2.339732603175713e-06,True,50604,1.4162963414886582e-06,4.721441558090823e-07,2.9997116856432218,1.0985161792641562, non differential,13,9178857,5,10589981,0.9374536524031337,2.1250792012008417,1.3529475625488776e-05,0.0025001889365852113,0.9974998110627501,6.646529381004423e-13,ESC_enriched,ESC_enriched,507,0.9974998110627501
chr11,69149,69149000,69150000,13,6,2.744462205440869e-06,True,50604,1.5252422139108628e-06,6.610018181327152e-07,2.307470527417863,0.8361519147966652, non differential,14,9178856,7,10589979,1.3825178439183008,1.2349332927304033,3.080242936675811e-05,0.0037189191335357773,0.9962810808662523,2.1190231236116836e-13,ESC_enriched,ESC_enriched,507,0.9962810808662523
chr11,69150,69150000,69151000,9,0,1.3772460587808618e-06,True,50604,1.0894587242220447e-06,9.442883116181646e-08,11.537352637089313,2.4455898272307652,ESC enriched,10,9178860,1,10589985,0.07724146174411127,3.8455163190377433,1.2809579520226093e-06,0.00023547331443215817,0.9997645266853593,2.0849213181049254e-13,ESC_enriched,ESC_enriched,507,0.9997645266853593
chr11,69151,69151000,69152000,9,3,1.754799452381785e-06,True,50604,1.0894587242220447e-06,3.7771532464726584e-07,2.8843381592723283,1.0592954661108747, non differential,10,9178860,4,10589982,0.9836019619780725,2.032610849720228,0.0001852356261688756,0.0019231751829693444,0.9980768248153583,1.6724312988920622e-12,ESC_enriched,ESC_enriched,507,0.9980768248153583
chr11,69152,69152000,69153000,9,2,1.6289483211814773e-06,True,50604,1.0894587242220447e-06,2.832864934854494e-07,3.8457842123631045,1.3469775385626557,ESC enriched,10,9178860,3,10589983,0.6195187140381032,2.760909160517046,5.36272550259947e-05,0.002496425068409119,0.9975035749224987,9.092280712357887e-12,ESC_enriched,ESC_enriched,507,0.9975035749224987
chr11,69153,69153000,69154000,9,5,2.0065017147824004e-06,True,50604,1.0894587242220447e-06,5.665729869708988e-07,1.9228921061815523,0.6538303580027104, non differential,10,9178860,6,10589980,1.567454049328534,0.8638535926934091,0.001237986731176334,0.006497682302927027,0.9935023176427348,5.43382194284531e-11,ESC_enriched,ESC_enriched,507,0.9935023176427348
chr11,69154,69154000,69155000,14,4,2.6457872829047934e-06,True,50604,1.634188086333067e-06,4.721441558090823e-07,3.461205791126794,1.2416170229048293,ESC enriched,15,9178855,5,10589981,0.7166304827960531,2.566738099744318,1.0954200120098439e-06,0.0020944859088466547,0.9979055140911489,4.550177697539037e-15,ESC_enriched,ESC_enriched,507,0.9979055140911489
chr11,69155,69155000,69156000,37,6,6.417118362189834e-06,True,50604,4.13994315204377e-06,6.610018181327152e-07,6.263134288705628,1.8346807449077922,ESC enriched,38,9178832,7,10589979,0.043411025457798146,3.9131784917603,1.1740991689413412e-18,4.718625984690381e-05,0.999952813740153,4.318148671940849e-32,ESC_enriched,ESC_enriched,507,0.999952813740153
chr11,69156,69156000,69157000,77,4,1.2286509694370827e-05,True,50604,8.49777804893195e-06,4.721441558090823e-07,17.99827011385933,2.890275648492211,ESC enriched,78,9178792,5,10589981,2.2628523852583483e-07,4.000000114732635,5.910058149596215e-45,7.336236966298064e-10,0.9999999992663764,6.604742819852708e-53,ESC_enriched,ESC_enriched,507,0.9999999992663764
chr11,69157,69157000,69158000,73,18,1.3436316171716973e-05,True,50604,8.061994559243131e-06,1.7941477920745127e-06,4.493495237603207,1.502630848274449,ESC enriched,74,9178796,19,10589967,0.09347303633584375,3.8130544336772187,8.799267125705503e-31,0.009740547030310069,0.99025945296969,9.894466009788562e-43,ESC_enriched,ESC_enriched,507,0.99025945296969
chr11,69161,69161000,69162000,30,1,4.716671327136514e-06,True,50604,3.377322045088339e-06,1.8885766232363292e-07,17.88289658748844,2.8838447581619207,ESC enriched,31,9178839,2,10589984,0.0007997047109949179,3.9984011574275793,1.1431106218016553e-18,4.572941642154902e-05,0.9999542705835784,2.7676775063100654e-28,ESC_enriched,ESC_enriched,508,0.9999542705835784
chr11,69162,69162000,69163000,50,3,8.028920386827933e-06,True,50604,5.556239493532428e-06,3.7771532464726584e-07,14.710124612288876,2.688536005841155,ESC enriched,51,9178819,4,10589982,7.688527531475684e-05,3.9998467967089746,1.5955196528733337e-30,4.918442345794734e-08,0.9999999508155766,8.193314271261331e-40,ESC_enriched,ESC_enriched,508,0.9999999508155766
chr11,69163,69163000,69164000,19,4,3.410923982227494e-06,True,50604,2.1789174484440894e-06,4.721441558090823e-07,4.614941054835725,1.5292990953566103,ESC enriched,20,9178850,5,10589981,0.3235640453373898,3.3528722913997573,1.6697665046944326e-09,0.0004618495335739296,0.999538150466426,4.860422671758017e-21,ESC_enriched,ESC_enriched,508,0.999538150466426
chr11,69164,69164000,69165000,8,3,1.6017721125172446e-06,True,50604,9.805128517998402e-07,3.7771532464726584e-07,2.5959043433450955,0.9539349504530484, non differential,9,9178861,4,10589982,1.1234180716319024,1.7525230268247143,0.0006407598959757504,0.002827184694619485,0.9971728152928582,1.2522313922766234e-11,ESC_enriched,ESC_enriched,508,0.9971728152928582
chr11,69165,69165000,69166000,20,4,3.5639513220920347e-06,True,50604,2.287863320866294e-06,4.721441558090823e-07,4.845688107577512,1.5780892595260425,ESC enriched,21,9178849,5,10589981,0.27115751832668733,3.4576853763768813,4.4444082670483245e-10,0.0032557102495620097,0.9967442897504376,3.454026941089729e-16,ESC_enriched,ESC_enriched,508,0.9967442897504376
chr11,69166,69166000,69167000,10,2,1.7819756610460174e-06,True,50604,1.1984045966442492e-06,2.832864934854494e-07,4.230362633599415,1.4422877183669807,ESC enriched,11,9178859,3,10589983,0.5102937396439157,2.9793986537804473,1.414474368312984e-05,0.02257839194407339,0.9774216076963448,3.595817915670721e-10,ESC_enriched,ESC_enriched,508,0.9774216076963448
chr11,69174,69174000,69175000,12,1,1.96217920957479e-06,True,50606,1.4162963414886582e-06,1.8885766232363292e-07,7.499279214108054,2.014806911138311,ESC enriched,13,9178857,2,10589984,0.13417854834247772,3.731643234560416,1.5993773393176911e-07,0.005822526639216336,0.9941774733607175,6.620395520207692e-14,ESC_enriched,ESC_enriched,509,0.9941774733607175
chr11,69175,69175000,69176000,17,2,2.8531670400977988e-06,True,50606,1.9610257035996804e-06,2.832864934854494e-07,6.922411582253588,1.9347642034647747,ESC enriched,18,9178852,3,10589983,0.1097588714465198,3.780482761181131,9.625238723462233e-10,0.000462841559225965,0.9995371584407738,2.465971998308356e-16,ESC_enriched,ESC_enriched,509,0.9995371584407738
chr11,69176,69176000,69177000,13,4,2.4927599430402537e-06,True,50606,1.5252422139108628e-06,4.721441558090823e-07,3.2304587383850083,1.1726241514178781,ESC enriched,14,9178856,5,10589981,0.822955824547721,2.3540845741496774,3.877192605426044e-06,0.0020499300005175926,0.9979500699993733,1.0910475532754828e-13,ESC_enriched,ESC_enriched,509,0.9979500699993733
chr11,69177,69177000,69178000,16,5,3.0776930938341814e-06,True,50606,1.852079831177476e-06,5.665729869708988e-07,3.268916580508639,1.1844586090648808,ESC enriched,17,9178853,6,10589980,0.797927804031341,2.404144213936533,2.9263694807568155e-07,0.004210048117898441,0.9957899518820429,5.856612026589765e-14,ESC_enriched,ESC_enriched,509,0.9957899518820429
chr11,69178,69178000,69179000,6,2,1.1698663015878566e-06,True,50606,7.626211069554314e-07,2.832864934854494e-07,2.6920489486541737,0.9903025946239234, non differential,7,9178863,3,10589983,1.0452271478317197,1.906897350726594,0.002648327952467373,0.009571813566120625,0.9904281853181963,1.1156831297312874e-09,ESC_enriched,ESC_enriched,509,0.9904281853181963
chr11,69179,69179000,69180000,6,3,1.2957174327881642e-06,True,50606,7.626211069554314e-07,3.7771532464726584e-07,2.0190367114906302,0.7026205221721425, non differential,7,9178863,4,10589982,1.4120490686691807,1.1687916242981566,0.007110004606674139,0.0166588243391356,0.9833411709209977,4.739866745410968e-09,ESC_enriched,ESC_enriched,509,0.9833411709209977
chr11,69180,69180000,69181000,5,3,1.142690092923624e-06,True,50606,6.536752345332269e-07,3.7771532464726584e-07,1.7306028955633972,0.5484698423448842, non differential,6,9178864,4,10589982,1.5462573809782474,0.8849321289830301,0.022552799166855795,0.016983662436110835,0.9830163291274734,8.436415827584571e-09,ESC_enriched,ESC_enriched,509,0.9830163291274734
chr11,69181,69181000,69182000,10,3,1.9078267922463248e-06,True,50606,1.1984045966442492e-06,3.7771532464726584e-07,3.1727719751995616,1.1546056459151997,ESC enriched,11,9178859,4,10589982,0.8521791824088686,2.2955892235263358,5.249551493035957e-05,0.005733338325115458,0.9942666616737393,1.1452492119620042e-12,ESC_enriched,ESC_enriched,509,0.9942666616737393
chr11,69182,69182000,69183000,14,1,2.2682338893038707e-06,True,50606,1.634188086333067e-06,1.8885766232363292e-07,8.653014477816985,2.1579077547789844,ESC enriched,15,9178855,2,10589984,0.07842458277144294,3.843151348108943,9.160894345569818e-09,0.00017322673652432074,0.9998267732634756,1.0869920660490938e-16,ESC_enriched,ESC_enriched,509,0.9998267732634756
chr11,69183,69183000,69184000,23,4,4.023033341685655e-06,True,50606,2.6147009381329075e-06,4.721441558090823e-07,5.537929265802871,1.711620652150565,ESC enriched,24,9178846,5,10589981,0.1550275313340368,3.689945416679494,8.049992483130016e-12,9.129628720000477e-05,0.9999087037127999,2.970573419865104e-23,ESC_enriched,ESC_enriched,509,0.9999087037127999
chr11,69184,69184000,69185000,69,6,1.1313993237855118e-05,True,50606,7.626211069554313e-06,6.610018181327152e-07,11.537352637089315,2.4455898272307657,ESC enriched,70,9178800,7,10589979,3.2569966701820304e-05,3.999935427351386,1.8376313706798091e-38,8.877803735906752e-07,0.9999991122196265,3.804260011270367e-45,ESC_enriched,ESC_enriched,509,0.9999991122196265
chr11,69374,69374000,69375000,17,3,2.9790181712981066e-06,True,50640,1.9610257035996804e-06,3.7771532464726584e-07,5.191808686690191,1.6470821310129937,ESC enriched,18,9178852,4,10589982,0.24946665510298524,3.5010671102649535,5.309047874887666e-09,0.049116861184641564,0.9508831388153574,1.1411117661868761e-15,ESC_enriched,ESC_enriched,510,0.9508831388153574
chr11,69375,69375000,69376000,21,1,3.339425268355652e-06,True,50640,2.3968091932884984e-06,1.8885766232363292e-07,12.691087900798246,2.5409000070350904,ESC enriched,22,9178848,2,10589984,0.011065067042650398,3.977870426940322,2.498592196177948e-13,0.0003394061705162278,0.9996605938294838,6.542153534113761e-19,ESC_enriched,ESC_enriched,510,0.9996605938294838
chr11,69376,69376000,69377000,9,2,1.6289483211814773e-06,True,50640,1.0894587242220447e-06,2.832864934854494e-07,3.8457842123631045,1.3469775385626557,ESC enriched,10,9178860,3,10589983,0.6195187140381032,2.760909160517046,5.36272550259947e-05,0.0023799017918366976,0.9976200982060903,2.0729474668493505e-12,ESC_enriched,ESC_enriched,510,0.9976200982060903
chr11,69377,69377000,69378000,14,2,2.394085020504178e-06,True,50640,1.634188086333067e-06,2.832864934854494e-07,5.768676318544657,1.75244264667082,ESC enriched,15,9178855,3,10589983,0.21895885166578105,3.5620826782344093,6.152121945959767e-08,0.009027892836230521,0.9909721071614496,2.3199293457686103e-12,ESC_enriched,ESC_enriched,510,0.9909721071614496
chr11,69418,69418000,69419000,9,0,1.3772460587808618e-06,True,50647,1.0894587242220447e-06,9.442883116181646e-08,11.537352637089313,2.4455898272307652,ESC enriched,10,9178860,1,10589985,0.07724146174411127,3.8455163190377433,1.2809579520226093e-06,0.025454924643069164,0.9745450753461645,1.076631632515227e-11,ESC_enriched,ESC_enriched,511,0.9745450753461645
chr11,69419,69419000,69420000,10,2,1.7819756610460174e-06,True,50647,1.1984045966442492e-06,2.832864934854494e-07,4.230362633599415,1.4422877183669807,ESC enriched,11,9178859,3,10589983,0.5102937396439157,2.9793986537804473,1.414474368312984e-05,0.004354168396506794,0.9956458316034885,4.7367829543752836e-15,ESC_enriched,ESC_enriched,511,0.9956458316034885
chr11,69420,69420000,69421000,41,3,6.651674328047071e-06,True,50647,4.575726641732588e-06,3.7771532464726584e-07,12.11422026894378,2.4943799914001974,ESC enriched,42,9178828,4,10589982,0.0008498325284545133,3.9983009017641957,1.0201444532990591e-23,1.6226499939595174e-06,0.999998377350006,2.57602195762896e-31,ESC_enriched,ESC_enriched,511,0.999998377350006
chr11,69421,69421000,69422000,24,3,4.050209550349888e-06,True,50647,2.7236468105551118e-06,3.7771532464726584e-07,7.210845398180821,1.9755861979850298,ESC enriched,25,9178845,4,10589982,0.05610358054717177,3.8877933743807636,3.1406012712965297e-13,0.0002386591103664941,0.9997613408896335,1.5034057064319698e-22,ESC_enriched,ESC_enriched,511,0.9997613408896335
chr11,69422,69422000,69423000,8,1,1.3500698501166291e-06,True,50647,9.805128517998402e-07,1.8885766232363292e-07,5.191808686690191,1.6470821310129937,ESC enriched,9,9178861,2,10589984,0.3742758904492815,3.2514029564622113,4.5617614540273474e-05,0.013504372437458898,0.9864956274511552,1.113859325117954e-10,ESC_enriched,ESC_enriched,511,0.9864956274511552
chr11,69649,69649000,69650000,34,6,5.958036342596213e-06,True,50668,3.8131055347771565e-06,6.610018181327152e-07,5.7686763185446575,1.7524426466708203,ESC enriched,35,9178835,7,10589979,0.07652174662316982,3.8469570306467253,1.0769359877586939e-16,0.010775456219866192,0.9892245437801339,3.1693326505570343e-23,ESC_enriched,ESC_enriched,512,0.9892245437801339
chr11,69650,69650000,69651000,16,1,2.574288569032951e-06,True,50668,1.852079831177476e-06,1.8885766232363292e-07,9.806749741525918,2.2830708977329905,ESC enriched,17,9178853,2,10589984,0.045307558901132784,3.909385423281047,5.168059191889002e-10,0.00016340225041153587,0.9998365977495884,8.782680538839349e-18,ESC_enriched,ESC_enriched,512,0.9998365977495884
chr11,69651,69651000,69652000,18,2,3.006194379962339e-06,True,50668,2.069971576021885e-06,2.832864934854494e-07,7.306990003489899,1.9888314247350505,ESC enriched,19,9178851,3,10589983,0.08647424083823554,3.8270520363315663,2.3810320525040163e-10,6.979285905552857e-05,0.9999302071409445,7.437844759598866e-19,ESC_enriched,ESC_enriched,512,0.9999302071409445
chr11,69652,69652000,69653000,12,1,1.96217920957479e-06,True,50668,1.4162963414886582e-06,1.8885766232363292e-07,7.499279214108054,2.014806911138311,ESC enriched,13,9178857,2,10589984,0.13417854834247772,3.731643234560416,1.5993773393176911e-07,0.0007997191666870289,0.9992002808333094,3.703723513699911e-15,ESC_enriched,ESC_enriched,512,0.9992002808333094
chr11,69653,69653000,69654000,7,1,1.197042510252089e-06,True,50668,8.715669793776358e-07,1.8885766232363292e-07,4.614941054835725,1.5292990953566103,ESC enriched,8,9178862,2,10589984,0.47702426300447387,3.045768040422259,0.0001837302546222504,0.018718767626457796,0.9812812311557051,1.2178371538689213e-09,ESC_enriched,ESC_enriched,512,0.9812812311557051
